novel_ORF	overlapping_gene_id	overlapping_transcript	overlapping_gene_name	surrounding_gene_ids	surrounding_transcripts	surrounding_gene_names
MSTRG.9541_56018251_56031557_47	ENSG00000049759.12	ENSG00000049759.12	NEDD4L			
MSTRG.9537_56806853_56806930_25	ENSG00000166562.4	ENSG00000166562.4	SEC11C			
ENSG00000141682.11_57567331_57567387_18	ENSG00000141682.11	ENSG00000141682.11	PMAIP1			
MSTRG.9561_59854149_59854093_18	ENSG00000197563.5	ENSG00000197563.5	PIGN	,ENSG00000134444.9	,ENSG00000134444.9	,KIAA1468
MSTRG.9552_61034351_61033530_39	ENSG00000119537.11	ENSG00000119537.11	KDSR	,ENSG00000267390.1	,ENSG00000267390.1	,RP11-635N19.1
MSTRG.9552_61034351_61033896_39	ENSG00000119537.11	ENSG00000119537.11	KDSR	,ENSG00000267390.1	,ENSG00000267390.1	,RP11-635N19.1
MSTRG.9552_61018306_61011616_98	ENSG00000119537.11	ENSG00000119537.11	KDSR			
MSTRG.9552_61034351_61022614_145	ENSG00000119537.11	ENSG00000119537.11	KDSR	,ENSG00000267390.1	,ENSG00000267390.1	,RP11-635N19.1
MSTRG.9552_61034351_61026933_96	ENSG00000119537.11	ENSG00000119537.11	KDSR	,ENSG00000267390.1	,ENSG00000267390.1	,RP11-635N19.1
ENSG00000221887.4_61621673_61627434_53	ENSG00000221887.4	ENSG00000221887.4	HMSD			
MSTRG.9554_66358580_66357166_33	ENSG00000166479.5	ENSG00000166479.5	TMX3			
MSTRG.9554_66382425_66367718_158	ENSG00000166479.5	ENSG00000166479.5	TMX3	,ENSG00000150636.11	,ENSG00000150636.11	,CCDC102B
ENSG00000176225.8_67872894_67806894_879	ENSG00000176225.8	ENSG00000176225.8	RTTN			
ENSG00000176225.8_67872894_67836183_500	ENSG00000176225.8	ENSG00000176225.8	RTTN			
MSTRG.9566_71959196_71959083_37	ENSG00000166347.14	ENSG00000166347.14	CYB5A			
MSTRG.9566_71959110_71924080_98	ENSG00000166347.14	ENSG00000166347.14	CYB5A			
MSTRG.9551_72164746_72164805_19	ENSG00000133313.10	ENSG00000133313.10	CNDP2			
MSTRG.9551_72176102_72176131_9	ENSG00000133313.10	ENSG00000133313.10	CNDP2			
MSTRG.9551_72185797_72185958_53	ENSG00000133313.10	ENSG00000133313.10	CNDP2			
MSTRG.9551_72167209_72179738_140	ENSG00000133313.10	ENSG00000133313.10	CNDP2			
MSTRG.9587_74844604_74778337_49	ENSG00000197971.10	ENSG00000197971.10	MBP			
MSTRG.9587_74728964_74701932_59	ENSG00000197971.10	ENSG00000197971.10	MBP			
MSTRG.9570_77710926_77709709_110	ENSG00000122490.14	ENSG00000122490.14	PQLC1			
MSTRG.9570_77710926_77709655_67	ENSG00000122490.14	ENSG00000122490.14	PQLC1			
MSTRG.9570_77710926_77709594_81	ENSG00000122490.14	ENSG00000122490.14	PQLC1			
MSTRG.9570_77710926_77664122_132	ENSG00000122490.14	ENSG00000122490.14	PQLC1			
MSTRG.9570_77710926_77690304_132	ENSG00000122490.14	ENSG00000122490.14	PQLC1			
MSTRG.9581_77748577_77748467_36	ENSG00000141759.10	ENSG00000141759.10	TXNL4A			
MSTRG.9581_77748392_77746739_54	ENSG00000141759.10	ENSG00000141759.10	TXNL4A			
MSTRG.9581_77748392_77739533_86	ENSG00000141759.10	ENSG00000141759.10	TXNL4A			
MSTRG.9599_77794496_77794657_53	ENSG00000267127.2,ENSG00000101546.8	ENSG00000267127.2,ENSG00000101546.8	RP11-795F19.5,RBFA	,	,	,
MSTRG.9601_77894781_77894933_50	ENSG00000101544.4	ENSG00000101544.4	ADNP2			
MSTRG.9601_77875528_77891688_69	ENSG00000101544.4	ENSG00000101544.4	ADNP2			
ENSG00000105556.6_327952_327875_25	ENSG00000105556.6	ENSG00000105556.6	MIER2			
MSTRG.9569_507645_508037_130	ENSG00000266933.1,ENSG00000141933.8	ENSG00000266933.1,ENSG00000141933.8	AC005775.2,TPGS1	,	,	,
MSTRG.9579_531831_531947_38	ENSG00000099804.4	ENSG00000099804.4	CDC34			
MSTRG.9585_572635_579660_75	ENSG00000172270.14	ENSG00000172270.14	BSG	ENSG00000267751.1,	ENSG00000267751.1,	AC009005.2,
MSTRG.9578_663121_651889_74	ENSG00000070423.13	ENSG00000070423.13	RNF126	,ENSG00000267666.1	,ENSG00000267666.1	,AC004156.3
MSTRG.9578_663121_652822_45	ENSG00000070423.13	ENSG00000070423.13	RNF126	,ENSG00000267666.1	,ENSG00000267666.1	,AC004156.3
MSTRG.9577_676424_679972_55	ENSG00000070404.5	ENSG00000070404.5	FSTL3			
MSTRG.9590_804895_805104_69	ENSG00000011304.12,ENSG00000265767.1	ENSG00000011304.12,ENSG00000265767.1	PTBP1,MIR4745	,	,	,
MSTRG.9590_805172_806724_110	ENSG00000011304.12	ENSG00000011304.12	PTBP1	,ENSG00000265767.1	,ENSG00000265767.1	,MIR4745
MSTRG.9589_893162_893136_8	ENSG00000175221.10	ENSG00000175221.10	MED16	,ENSG00000207507.1	,ENSG00000207507.1	,RNU6-9
MSTRG.9589_891131_890368_74	ENSG00000175221.10	ENSG00000175221.10	MED16			
MSTRG.9608_913157_902561_45	ENSG00000198858.5	ENSG00000198858.5	R3HDM4			
MSTRG.9608_913157_902398_35	ENSG00000198858.5	ENSG00000198858.5	R3HDM4			
MSTRG.9608_913157_900885_97	ENSG00000198858.5	ENSG00000198858.5	R3HDM4			
MSTRG.9608_902114_900934_94	ENSG00000198858.5	ENSG00000198858.5	R3HDM4			
MSTRG.9606_984354_989899_152	ENSG00000065268.6	ENSG00000065268.6	WDR18			
MSTRG.9606_984402_990961_183	ENSG00000065268.6	ENSG00000065268.6	WDR18			
MSTRG.9606_991243_992002_38	ENSG00000065268.6	ENSG00000065268.6	WDR18			
MSTRG.9598_1011648_1011362_68	ENSG00000182087.8	ENSG00000182087.8	TMEM259			
MSTRG.9611_1095314_1095210_34	ENSG00000099817.7	ENSG00000099817.7	POLR2E			
MSTRG.9605_1105717_1106571_69	ENSG00000167468.12	ENSG00000167468.12	GPX4			
MSTRG.9605_1105717_1106097_126	ENSG00000167468.12	ENSG00000167468.12	GPX4			
MSTRG.9613_1205789_1205845_18	ENSG00000118046.10	ENSG00000118046.10	STK11			
MSTRG.9613_1206913_1216282_101	ENSG00000118046.10	ENSG00000118046.10	STK11			
MSTRG.9615_1229703_1228885_272	ENSG00000099625.8	ENSG00000099625.8	C19orf26	ENSG00000118046.10,	ENSG00000118046.10,	STK11,
MSTRG.9617_1242455_1242814_119	ENSG00000099624.3	ENSG00000099624.3	ATP5D			
MSTRG.9617_1241850_1242275_141	ENSG00000099624.3	ENSG00000099624.3	ATP5D			
MSTRG.9621_1270933_1273003_92	ENSG00000099622.9	ENSG00000099622.9	CIRBP			
MSTRG.9621_1274355_1274510_51	ENSG00000099622.9	ENSG00000099622.9	CIRBP			
MSTRG.9621_1270985_1271635_133	ENSG00000099622.9	ENSG00000099622.9	CIRBP			
MSTRG.9623_1278810_1279208_132	ENSG00000228300.9	ENSG00000228300.9	C19orf24			
ENSG00000160953.10_1356392_1358609_78	ENSG00000160953.10	ENSG00000160953.10	MUM1			
MSTRG.9619_1383926_1388596_41	ENSG00000115286.15	ENSG00000115286.15	NDUFS7			
MSTRG.9630_1407773_1416540_37	ENSG00000071626.12,ENSG00000267759.1	ENSG00000071626.12,ENSG00000267759.1	DAZAP1,CTB-25B13.13	,	,	,
MSTRG.9635_1438425_1440461_145	ENSG00000115268.5	ENSG00000115268.5	RPS15	,ENSG00000268798.1	,ENSG00000268798.1	,AC027307.3
MSTRG.9635_1438425_1439966_31	ENSG00000115268.5	ENSG00000115268.5	RPS15			
MSTRG.9635_1438556_1438783_75	ENSG00000115268.5	ENSG00000115268.5	RPS15			
MSTRG.9635_1438425_1438815_54	ENSG00000115268.5	ENSG00000115268.5	RPS15			
MSTRG.9635_1438425_1439605_29	ENSG00000115268.5	ENSG00000115268.5	RPS15			
MSTRG.9635_1438860_1438892_10	ENSG00000115268.5	ENSG00000115268.5	RPS15			
MSTRG.9635_1438860_1440028_11	ENSG00000115268.5	ENSG00000115268.5	RPS15			
MSTRG.9635_1438860_1439967_10	ENSG00000115268.5	ENSG00000115268.5	RPS15			
MSTRG.9627_1453136_1457292_372	ENSG00000115266.7	ENSG00000115266.7	APC2	,ENSG00000267317.1	,ENSG00000267317.1	,CTB-25B13.12
MSTRG.9629_1478902_1475383_86	ENSG00000119559.11	ENSG00000119559.11	C19orf25			
MSTRG.9629_1478902_1475234_44	ENSG00000119559.11	ENSG00000119559.11	C19orf25			
MSTRG.9624_1491269_1497210_184	ENSG00000115255.6	ENSG00000115255.6	REEP6			
MSTRG.9624_1491269_1495714_151	ENSG00000115255.6	ENSG00000115255.6	REEP6			
ENSG00000185761.6_1510379_1508536_51	ENSG00000185761.6,ENSG00000267092.1	ENSG00000185761.6,ENSG00000267092.1	ADAMTSL5,CTB-25B13.9	,	,	,
MSTRG.9633_1592516_1592184_110	ENSG00000071655.13,ENSG00000267059.2	ENSG00000071655.13,ENSG00000267059.2	MBD3,UQCR11	,	,	,
MSTRG.9633_1605408_1599439_56	ENSG00000267059.2,ENSG00000127540.7	ENSG00000267059.2,ENSG00000127540.7	UQCR11,UQCR11	,	,	,
ENSG00000130270.12_1810672_1806417_169	ENSG00000130270.12	ENSG00000130270.12	ATP8B3			
ENSG00000130270.12_1812238_1811636_27	ENSG00000130270.12	ENSG00000130270.12	ATP8B3			
ENSG00000079313.7_1818572_1817294_66	ENSG00000079313.7	ENSG00000079313.7	REXO1			
ENSG00000079313.7_1828573_1828310_87	ENSG00000079313.7	ENSG00000079313.7	REXO1			
ENSG00000079313.7_1848357_1830708_104	ENSG00000079313.7	ENSG00000079313.7	REXO1			
MSTRG.9643_1941251_1949609_77	ENSG00000133275.11	ENSG00000133275.11	CSNK1G2			
MSTRG.9643_1969549_1969632_27	ENSG00000133275.11	ENSG00000133275.11	CSNK1G2			
MSTRG.9643_1978651_1979139_126	ENSG00000133275.11	ENSG00000133275.11	CSNK1G2			
MSTRG.9643_1979499_1979916_69	ENSG00000133275.11	ENSG00000133275.11	CSNK1G2			
MSTRG.9643_1941251_1969519_59	ENSG00000133275.11,ENSG00000180846.4	ENSG00000133275.11,ENSG00000180846.4	CSNK1G2,CSNK1G2-AS1	,	,	,
MSTRG.9645_2015702_2013834_150	ENSG00000133243.4	ENSG00000133243.4	BTBD2			
MSTRG.9649_2046465_2043574_35	ENSG00000099875.10	ENSG00000099875.10	MKNK2			
MSTRG.9649_2051225_2046657_103	ENSG00000099875.10	ENSG00000099875.10	MKNK2			
ENSG00000172081.9_2085248_2078541_70	ENSG00000172081.9	ENSG00000172081.9	MOB3A			
MSTRG.9665_2111854_2111582_90	ENSG00000065000.11	ENSG00000065000.11	AP3D1			
MSTRG.9665_2110805_2109739_135	ENSG00000065000.11	ENSG00000065000.11	AP3D1			
MSTRG.9665_2118797_2115546_224	ENSG00000065000.11	ENSG00000065000.11	AP3D1			
MSTRG.9665_2118797_2117217_115	ENSG00000065000.11	ENSG00000065000.11	AP3D1			
MSTRG.9665_2151514_2151254_86	ENSG00000065000.11	ENSG00000065000.11	AP3D1			
MSTRG.9666_2221959_2222600_213	ENSG00000104885.13	ENSG00000104885.13	DOT1L			
MSTRG.9668_2236247_2235757_108	ENSG00000104886.5	ENSG00000104886.5	PLEKHJ1	,ENSG00000104897.5	,ENSG00000104897.5	,SF3A2
MSTRG.9668_2235866_2235747_39	ENSG00000104886.5	ENSG00000104886.5	PLEKHJ1			
MSTRG.9668_2236247_2233839_149	ENSG00000104886.5,ENSG00000221411.1	ENSG00000104886.5,ENSG00000221411.1	PLEKHJ1,MIR1227	,,ENSG00000104897.5	,,ENSG00000104897.5	,,SF3A2
MSTRG.9669_2246911_2247084_57	ENSG00000104897.5	ENSG00000104897.5	SF3A2			
MSTRG.9669_2243418_2246885_162	ENSG00000104897.5	ENSG00000104897.5	SF3A2			
MSTRG.9655_2328565_2328267_71	ENSG00000130332.10	ENSG00000130332.10	LSM7	,ENSG00000005206.12	,ENSG00000005206.12	,SPPL2B
MSTRG.9656_2339922_2340513_44	ENSG00000005206.12	ENSG00000005206.12	SPPL2B			
MSTRG.9656_2328709_2339086_139	ENSG00000005206.12,ENSG00000273309.1	ENSG00000005206.12,ENSG00000273309.1	SPPL2B,AC004410.3	ENSG00000130332.10,,	ENSG00000130332.10,,	LSM7,,
MSTRG.9656_2328709_2330298_22	ENSG00000005206.12,ENSG00000273309.1	ENSG00000005206.12,ENSG00000273309.1	SPPL2B,AC004410.3	ENSG00000130332.10,,	ENSG00000130332.10,,	LSM7,,
MSTRG.9656_2340945_2351613_215	ENSG00000005206.12	ENSG00000005206.12	SPPL2B			
MSTRG.9656_2340945_2353207_296	ENSG00000005206.12,ENSG00000273116.1	ENSG00000005206.12,ENSG00000273116.1	SPPL2B,LLfos-48D6.1	,	,	,
MSTRG.9653_2427531_2426946_80	ENSG00000099800.3	ENSG00000099800.3	TIMM13	,ENSG00000176619.6	,ENSG00000176619.6	,LMNB2
MSTRG.9653_2427860_2427813_15	ENSG00000099800.3,ENSG00000176619.6	ENSG00000099800.3,ENSG00000176619.6	TIMM13,LMNB2	,	,	,
MSTRG.9654_2476357_2476632_49	ENSG00000099860.4	ENSG00000099860.4	GADD45B			
MSTRG.9654_2476357_2477065_60	ENSG00000099860.4	ENSG00000099860.4	GADD45B			
MSTRG.9663_2737362_2737330_10	ENSG00000267001.1,ENSG00000141873.6	ENSG00000267001.1,ENSG00000141873.6	AC006538.4,SLC39A3	,	,	,
MSTRG.9663_2737298_2737152_48	ENSG00000267001.1,ENSG00000141873.6	ENSG00000267001.1,ENSG00000141873.6	AC006538.4,SLC39A3	,	,	,
MSTRG.9658_2807008_2807879_160	ENSG00000172009.10	ENSG00000172009.10	THOP1			
MSTRG.9681_3056345_3055401_119	ENSG00000104964.10	ENSG00000104964.10	AES			
MSTRG.9681_3062912_3062856_18	ENSG00000104964.10	ENSG00000104964.10	AES			
MSTRG.9684_3557514_3557332_60	ENSG00000161091.8,ENSG00000267436.1	ENSG00000161091.8,ENSG00000267436.1	MFSD12,AC005786.7	,,ENSG00000267231.1	,,ENSG00000267231.1	,,AC005786.5
MSTRG.9689_3573308_3573975_107	ENSG00000161091.8,ENSG00000064961.14	ENSG00000161091.8,ENSG00000064961.14	MFSD12,HMG20B	,	,	,
MSTRG.9689_3575577_3575759_60	ENSG00000064961.14	ENSG00000064961.14	HMG20B			
MSTRG.9677_3619149_3614391_127	ENSG00000105298.9	ENSG00000105298.9	CACTIN	ENSG00000226800.5,	ENSG00000226800.5,	CACTIN-AS1,
MSTRG.9695_4124105_4123947_52	ENSG00000126934.9	ENSG00000126934.9	MAP2K2			
MSTRG.9695_4099361_4095382_97	ENSG00000126934.9	ENSG00000126934.9	MAP2K2			
MSTRG.9698_4182536_4179218_43	ENSG00000077463.10	ENSG00000077463.10	SIRT6			
MSTRG.9698_4180836_4180771_21	ENSG00000077463.10	ENSG00000077463.10	SIRT6			
MSTRG.9699_4402760_4408915_47	ENSG00000167670.11	ENSG00000167670.11	CHAF1A			
MSTRG.9714_4722537_4722514_7	ENSG00000142002.12	ENSG00000142002.12	DPP9			
ENSG00000127666.8_4818442_4818344_32	ENSG00000127666.8	ENSG00000127666.8	TICAM1			
MSTRG.9721_4867669_4866957_32	ENSG00000105355.4	ENSG00000105355.4	PLIN3			
MSTRG.9722_5340736_5286230_25	ENSG00000105426.10	ENSG00000105426.10	PTPRS			
MSTRG.9725_5616340_5610674_104	ENSG00000130254.7	ENSG00000130254.7	SAFB2			
MSTRG.9725_5616340_5613519_73	ENSG00000130254.7	ENSG00000130254.7	SAFB2			
MSTRG.9726_5623217_5645394_106	ENSG00000130254.7,ENSG00000160633.8	ENSG00000130254.7,ENSG00000160633.8	SAFB2,SAFB	,	,	,
MSTRG.9731_5680497_5678562_118	ENSG00000130255.8,ENSG00000174917.4	ENSG00000130255.8,ENSG00000174917.4	RPL36,C19orf70	,,ENSG00000167733.9	,,ENSG00000167733.9	,,HSD11B1L
MSTRG.9731_5680497_5679234_88	ENSG00000130255.8,ENSG00000174917.4	ENSG00000130255.8,ENSG00000174917.4	RPL36,C19orf70	,,ENSG00000167733.9	,,ENSG00000167733.9	,,HSD11B1L
MSTRG.9731_5680497_5679495_102	ENSG00000130255.8,ENSG00000174917.4	ENSG00000130255.8,ENSG00000174917.4	RPL36,C19orf70	,,ENSG00000167733.9	,,ENSG00000167733.9	,,HSD11B1L
MSTRG.9730_5690519_5691632_105	ENSG00000130255.8	ENSG00000130255.8	RPL36	,ENSG00000196365.7	,ENSG00000196365.7	,LONP1
MSTRG.9730_5690519_5691521_94	ENSG00000130255.8	ENSG00000130255.8	RPL36	,ENSG00000196365.7	,ENSG00000196365.7	,LONP1
MSTRG.9732_5713194_5708408_18	ENSG00000196365.7	ENSG00000196365.7	LONP1			
MSTRG.9732_5707818_5696603_299	ENSG00000196365.7	ENSG00000196365.7	LONP1			
MSTRG.9732_5720143_5714278_74	ENSG00000196365.7	ENSG00000196365.7	LONP1			
MSTRG.9727_5788124_5787012_147	ENSG00000141994.11	ENSG00000141994.11	DUS3L			
MSTRG.9727_5789688_5789161_175	ENSG00000141994.11	ENSG00000141994.11	DUS3L			
MSTRG.9728_5903719_5901455_35	ENSG00000130383.6,ENSG00000267740.1,ENSG00000174886.8,ENSG00000266941.1	ENSG00000130383.6,ENSG00000267740.1,ENSG00000174886.8,ENSG00000266941.1	FUT5,AC024592.12,NDUFA11,AC104532.3	,,,	,,,	,,,
MSTRG.9728_5903719_5870582_121	ENSG00000130383.6,ENSG00000267740.1,ENSG00000174886.8,ENSG00000266941.1	ENSG00000130383.6,ENSG00000267740.1,ENSG00000174886.8,ENSG00000266941.1	FUT5,AC024592.12,NDUFA11,AC104532.3	,,,	,,,	,,,
MSTRG.9728_5903719_5892928_228	ENSG00000130383.6,ENSG00000267740.1,ENSG00000174886.8,ENSG00000266941.1	ENSG00000130383.6,ENSG00000267740.1,ENSG00000174886.8,ENSG00000266941.1	FUT5,AC024592.12,NDUFA11,AC104532.3	,,,	,,,	,,,
ENSG00000267314.1_5904902_5914247_68	ENSG00000267314.1,ENSG00000187650.3,ENSG00000267571.1,ENSG00000105519.8	ENSG00000267314.1,ENSG00000187650.3,ENSG00000267571.1,ENSG00000105519.8	AC104532.2,VMAC,AC104532.4,CAPS	,,,	,,,	,,,
MSTRG.9737_5921332_5921135_65	ENSG00000031823.10	ENSG00000031823.10	RANBP3			
MSTRG.9733_6270616_6262295_17	ENSG00000130382.7	ENSG00000130382.7	MLLT1			
MSTRG.9736_6361468_6361545_25	ENSG00000269802.1,ENSG00000125656.4	ENSG00000269802.1,ENSG00000125656.4	CTB-180A7.3,CLPP	,	,	,
MSTRG.9736_6361586_6362065_127	ENSG00000269802.1,ENSG00000125656.4	ENSG00000269802.1,ENSG00000125656.4	CTB-180A7.3,CLPP	,	,	,
MSTRG.9736_6361943_6366333_113	ENSG00000269802.1,ENSG00000125656.4	ENSG00000269802.1,ENSG00000125656.4	CTB-180A7.3,CLPP	,	,	,
MSTRG.9740_6380684_6380483_34	ENSG00000125651.9	ENSG00000125651.9	GTF2F1			
MSTRG.9740_6393458_6393291_55	ENSG00000125651.9	ENSG00000125651.9	GTF2F1	,ENSG00000214347.5	,ENSG00000214347.5	,CTB-180A7.8
MSTRG.9740_6393054_6393016_12	ENSG00000125651.9	ENSG00000125651.9	GTF2F1			
MSTRG.9740_6393006_6392382_32	ENSG00000125651.9	ENSG00000125651.9	GTF2F1			
MSTRG.9743_6415307_6413741_54	ENSG00000088247.11	ENSG00000088247.11	KHSRP			
MSTRG.9744_6502223_6501245_109	ENSG00000104833.6	ENSG00000104833.6	TUBB4A			
MSTRG.9744_6502223_6500719_103	ENSG00000104833.6	ENSG00000104833.6	TUBB4A			
MSTRG.9751_6737587_6735629_125	ENSG00000125734.9	ENSG00000125734.9	GPR108	,ENSG00000125733.13	,ENSG00000125733.13	,TRIP10
MSTRG.9752_6750073_6750357_19	ENSG00000125733.13,ENSG00000269680.1	ENSG00000125733.13,ENSG00000269680.1	TRIP10,CTD-3128G10.6	,	,	,
ENSG00000141968.3_6828845_6829873_47	ENSG00000141968.3	ENSG00000141968.3	VAV1			
MSTRG.9764_7587637_7598681_580	ENSG00000090674.11,ENSG00000268614.1	ENSG00000090674.11,ENSG00000268614.1	MCOLN1,CTD-2207O23.10	,,ENSG00000032444.11	,,ENSG00000032444.11	,,PNPLA6
MSTRG.9764_7587637_7592566_243	ENSG00000090674.11	ENSG00000090674.11	MCOLN1			
MSTRG.9764_7614867_7614998_43	ENSG00000032444.11	ENSG00000032444.11	PNPLA6			
MSTRG.9764_7621592_7622343_102	ENSG00000032444.11	ENSG00000032444.11	PNPLA6			
MSTRG.9768_7693151_7692921_76	ENSG00000076924.7	ENSG00000076924.7	XAB2			
MSTRG.9768_7692326_7690971_127	ENSG00000076924.7	ENSG00000076924.7	XAB2			
MSTRG.9768_7685812_7685295_113	ENSG00000076924.7	ENSG00000076924.7	XAB2			
MSTRG.9768_7686162_7685956_68	ENSG00000076924.7	ENSG00000076924.7	XAB2			
MSTRG.9768_7685260_7684556_138	ENSG00000076924.7	ENSG00000076924.7	XAB2			
MSTRG.9769_7702036_7704705_85	ENSG00000268400.1,ENSG00000076944.10	ENSG00000268400.1,ENSG00000076944.10	CTD-3214H19.4,STXBP2	,ENSG00000268204.1,	,ENSG00000268204.1,	,CTD-3214H19.6,
MSTRG.9769_7707122_7707477_86	ENSG00000268400.1,ENSG00000076944.10	ENSG00000268400.1,ENSG00000076944.10	CTD-3214H19.4,STXBP2	,	,	,
MSTRG.9769_7709509_7711225_135	ENSG00000076944.10	ENSG00000076944.10	STXBP2			
MSTRG.9769_7712054_7712137_27	ENSG00000076944.10	ENSG00000076944.10	STXBP2			
ENSG00000171017.6_7964883_7965239_118	ENSG00000171017.6,ENSG00000214248.2	ENSG00000171017.6,ENSG00000214248.2	LRRC8E,AC010336.1	,	,	,
ENSG00000171017.6_7963580_7963969_129	ENSG00000171017.6,ENSG00000214248.2	ENSG00000171017.6,ENSG00000214248.2	LRRC8E,AC010336.1	,	,	,
ENSG00000214248.2_7964883_7965239_118	ENSG00000171017.6,ENSG00000214248.2	ENSG00000171017.6,ENSG00000214248.2	LRRC8E,AC010336.1	,	,	,
MSTRG.9772_7968830_7970701_76	ENSG00000076984.13	ENSG00000076984.13	MAP2K7	ENSG00000214248.2,	ENSG00000214248.2,	AC010336.1,
ENSG00000260001.2_7982371_7982445_24	ENSG00000260001.2	ENSG00000260001.2	TGFBR3L			
ENSG00000260001.2_7983804_7983974_56	ENSG00000260001.2,ENSG00000260500.1	ENSG00000260001.2,ENSG00000260500.1	TGFBR3L,CTD-3193O13.1	,	,	,
MSTRG.9767_7993079_7992972_35	ENSG00000104980.3	ENSG00000104980.3	TIMM44			
MSTRG.9767_7992634_7992446_62	ENSG00000104980.3	ENSG00000104980.3	TIMM44			
MSTRG.9767_8008536_7999124_131	ENSG00000104980.3	ENSG00000104980.3	TIMM44			
MSTRG.9767_7996070_7992857_80	ENSG00000104980.3	ENSG00000104980.3	TIMM44			
MSTRG.9792_8373159_8368841_89	ENSG00000167775.6	ENSG00000167775.6	CD320	,ENSG00000167774.2,ENSG00000267855.1	,ENSG00000167774.2,ENSG00000267855.1	,NDUFA7,NDUFA7
MSTRG.9792_8386242_8376389_113	ENSG00000167774.2,ENSG00000267855.1,ENSG00000233927.4	ENSG00000167774.2,ENSG00000267855.1,ENSG00000233927.4	NDUFA7,NDUFA7,RPS28	,,	,,	,,
MSTRG.9794_8399827_8399690_45	ENSG00000186994.7	ENSG00000186994.7	KANK3			
MSTRG.9775_8528505_8528618_37	ENSG00000099783.7	ENSG00000099783.7	HNRNPM			
MSTRG.9775_8509883_8528485_114	ENSG00000099783.7	ENSG00000099783.7	HNRNPM			
ENSG00000130803.10_9271998_9272168_56	ENSG00000130803.10	ENSG00000130803.10	ZNF317			
ENSG00000130803.10_9266693_9267433_56	ENSG00000130803.10	ENSG00000130803.10	ZNF317			
ENSG00000130803.10_9251120_9266676_74	ENSG00000130803.10	ENSG00000130803.10	ZNF317			
ENSG00000174652.13_9546162_9545836_78	ENSG00000174652.13	ENSG00000174652.13	ZNF266			
ENSG00000171466.5_9771522_9771490_10	ENSG00000171466.5	ENSG00000171466.5	ZNF562			
ENSG00000171466.5_9771420_9767312_43	ENSG00000171466.5	ENSG00000171466.5	ZNF562			
MSTRG.9781_9929489_9928975_134	ENSG00000127452.4	ENSG00000127452.4	FBXL12			
MSTRG.9781_9929686_9923942_112	ENSG00000127452.4	ENSG00000127452.4	FBXL12			
MSTRG.9781_9929489_9925016_53	ENSG00000127452.4	ENSG00000127452.4	FBXL12			
MSTRG.9781_9929489_9922270_69	ENSG00000127452.4	ENSG00000127452.4	FBXL12			
MSTRG.9787_9946021_9946125_34	ENSG00000127445.9	ENSG00000127445.9	PIN1	ENSG00000267289.1,	ENSG00000267289.1,	CTD-2623N2.11,
MSTRG.9787_9946021_9947503_20	ENSG00000127445.9	ENSG00000127445.9	PIN1	ENSG00000267289.1,	ENSG00000267289.1,	CTD-2623N2.11,
MSTRG.9787_9959771_9960245_45	ENSG00000127445.9	ENSG00000127445.9	PIN1			
MSTRG.9788_10197104_10200351_127	ENSG00000130813.13,ENSG00000267387.1	ENSG00000130813.13,ENSG00000267387.1	C19orf66,CTD-2240E14.4	,	,	,
MSTRG.9796_10230535_10229756_52	ENSG00000130811.6	ENSG00000130811.6	EIF3G			
MSTRG.9796_10230535_10229735_52	ENSG00000130811.6	ENSG00000130811.6	EIF3G			
MSTRG.9796_10230535_10229876_40	ENSG00000130811.6	ENSG00000130811.6	EIF3G			
MSTRG.9796_10229627_10229275_70	ENSG00000130811.6	ENSG00000130811.6	EIF3G			
MSTRG.9804_10250885_10250718_55	ENSG00000130816.10	ENSG00000130816.10	DNMT1			
MSTRG.9804_10265712_10265314_74	ENSG00000130816.10	ENSG00000130816.10	DNMT1			
MSTRG.9804_10305575_10291161_89	ENSG00000130816.10	ENSG00000130816.10	DNMT1			
MSTRG.9804_10305575_10291507_40	ENSG00000130816.10	ENSG00000130816.10	DNMT1			
MSTRG.9797_10362739_10362900_53	ENSG00000105364.9	ENSG00000105364.9	MRPL4	,ENSG00000266978.1	,ENSG00000266978.1	,CTD-2369P2.5
MSTRG.9797_10363085_10363195_36	ENSG00000105364.9,ENSG00000266978.1	ENSG00000105364.9,ENSG00000266978.1	MRPL4,CTD-2369P2.5	,	,	,
MSTRG.9797_10363085_10363381_69	ENSG00000105364.9,ENSG00000266978.1	ENSG00000105364.9,ENSG00000266978.1	MRPL4,CTD-2369P2.5	,	,	,
MSTRG.9807_10426103_10421569_29	ENSG00000267673.2,ENSG00000167807.11	ENSG00000267673.2,ENSG00000167807.11	FDX1L,CTD-2369P2.10	,,ENSG00000267303.1	,,ENSG00000267303.1	,,CTD-2369P2.12
MSTRG.9807_10426672_10426164_28	ENSG00000267673.2,ENSG00000167807.11,ENSG00000267303.1	ENSG00000267673.2,ENSG00000167807.11,ENSG00000267303.1	FDX1L,CTD-2369P2.10,CTD-2369P2.12	,,,ENSG00000161847.9	,,,ENSG00000161847.9	,,,RAVER1
MSTRG.9807_10426660_10426377_63	ENSG00000267673.2,ENSG00000167807.11,ENSG00000267303.1	ENSG00000267673.2,ENSG00000167807.11,ENSG00000267303.1	FDX1L,CTD-2369P2.10,CTD-2369P2.12	,,,ENSG00000161847.9	,,,ENSG00000161847.9	,,,RAVER1
